28,What Did You Have for Breakfast?,صبحانه چه خوردید؟,"A parents' organization to protect children's health appealed to a Senate committee to outlaw television commercials that promote the purchase of sugary products. Too much advertising urges the young child to eat caramels, chocolate, cookies, and pastries. This results in poor eating habits and leaves youngsters undernourished and subject to rapid tooth decay and other diseases. To illustrate the extent of the problem, a recent survey of one typical day of CBS's Channel 7 in Boston between 7 A.M. and 2 P.M. disclosed 67 commercials for sweet-tasting products. Several witnesses said that many children's cereals contained more than 50 percent sugar, that children often forced their parents to buy the cereals, and that excessive use of sugar from cereals, soft drinks and snack foods is a national disaster. Dr. Jean Mayer, professor of nutrition at Harvard University, recommended censoring the culprits in advertising for juvenile viewers. Recognizing the powerful opponents in the food industry who will resist control, Dr. Mayer said that no feeble efforts will do. ""Sugar-coated nothings,"" he added, ""must cease to be the standard diet of the American child."" Other witnesses pointed out that many cereal boxes, as bait for the children, used offers of dolls, balloons, airplane or car models, magic kits, monster cutouts and similar trifles, but the cereal inside the box, they insisted, had no more food value than the container it came in.","با وجود جنگ, بیماری و بلایای طبیعی, دنیای ما انفجاری از جمعیت را تجربه می کند که زندگی ما را آنگونه که آنرا شناخته ایم, تهدید به تغییر یا اختلال می کند. به تعداد وسیعی از افراد باید غذا و اسکان داد و در این فرآیند سیلی از مشکلات بر بشریت فرود آمده است.
اولین مشکل, آلودگی هوا و آلودگی منابع آب بوده است. مشکل دوم اتمام سریع مواد سوخت, مواد معدنی و دیگر منابع طبیعی بوده است. دامنه ی واکنش مردم نسبت به این وضعیت از ناباوری محض تا نگرانی اغراق آمیز بوده است.
از آنجائیکه دانشمندان خود پیرامون شدت این معضل توافق ندارند, قطعا دانش ضعیف ما قادر به ارائه اقدام و راه حل صحیح نیست. اما نمی توانیم آرام باشیم زیرا موارد زیادی در خطر است. از اینرو مجبوریم تلاشهایمان را یکپارچه کنیم تا مطمئن شویم که حیات انسان در این سیاره به پایان نمی رسد.باید بیاموزیم نسبت به هدایای طبیعی که قبلا آنها را سرسری گرفته ایم صرفه جو و حتی خسیس باشیم. اگر گذشته ی ما اتلاف بی دقت دارایی های طبیعی ما را نشان می دهد باید برای استفاده از آنها راهنمای هوشمندانه ای پیدا کنیم تا شاید حاکم جهانی بمانیم که دارای آرامش و وفور است. یک انجمن اولیا که از سلامت کودکان همایت می کند از یکی از کمیته های مجلس سنا درخواست کرد که پیامهای بازرگانی تلوزیونی را که محصولات قندی را ترویج می کنند, خلاف قانون  اعلام کند. تبلیغ بسیار زیاد کودک را وادر می کند که کارامل , شکلات,شیرینی,بیسکویت و نان شیرینی بخورد.. این امر به عادات غذایی نامناسب منجر می شود و کودک را مبتلا به سوء تغذیه کرده و در معرض پوسیدگی دندان و دیگر بیماریها قرار می دهد.
برای نشان دادن ابعاد این مسئله, یکی از بررسی های اخیر یک روز معمولی شبکه 7 سی بی اس بوستون بین ساعت 7 صبح و 2 بعد از ظهر 67 پیام بازرگانی برای محصولات قندی فاش کرد. چند شاهد گفتند که غذاهای غله ای کودکان زیادی دارای بیش از 50 درصد قند است و نیز گفتند کودکان اغلب والدینشان را مجبور می کنند که این غذاهای قندی را بخرند و گفتند که استفاده مفرط از قند این غذاهای غله ای , نوشابه ها و غذاهای کم یک فاجعه ملی است. دکتر جین مایر استاد تغذیه دانشگاه هاروارد توصیه کرد که مخالفان قدرتمند صنعت غذایی را در برابر این کنترل مقاومت خواهند کرد گفت تلاش ضعیف بی ثمر خواهد بود. وی افزود مواد غذایی بی ارزش و پوشیده از قند دیگر نباید رژیم غذایی استاندارد کودک آمریکایی باشد.
شاهدان دیگر خاطر نشان کردند که بسیاری از جعبه های خوراکی, به عنوان طعمه ای برای کودکان , از هدایایی نظیر عروسک , بادبادک,هواپیما, کیت های جادوئی و موارد کم  ارزش دیگر استفاده  می کنند. ولی تاکید داشتند که ماده خوراکی بیش از جعبه ای که در آن قرار داشت ارزش غذایی نداشت.",,,,,,,,,,
29,Camp Safety,امنیت اردوگاه,"For years a furniture salesman from Connecticut, Mitch Kurman, has toiled ceaselessly for the passage of a youth summer camp safety bill. Why? Because his son David was drowned when his canoe overturned in the raging waters of the Penobscot River. The camp counselors leading the trip were inexperienced, had blundered into dangerous waters, and had no life jackets for the canoers. Mr. Kurman was naturally dazed by the tragedy. But rather than merely mourn his loss and wait for the painful memory to subside, he began a campaign that took him on hundreds of journeys to speak to governors, senators, and congressmen. He had learned that 250,000 children are injured or maimed annually in camp accidents. It was hard for him to comprehend why we have laws that outlaw mistreatment of alligators, coyotes, birds and bobcats, but we have no law to prevent disasters to children in summer camps. Wherever he went, Mr. Kurman was commended for his efforts, but he received only trifling support from the lawmakers. One bill, requiring people to put on life preservers when they took to the water, died in the final reading. Another such bill exempted private ponds and lakes, exactly the waters where most summer camps are located. Even a bill calling for a survey of camp safety conditions was at first defeated. Mr. Kurman's struggle so far has been in vain, but he continues his battle to avoid a repetition of the accident that took his son's life.","سالهاست که یک فروشنده مبلمان بنام میچ کورمان از کونکتیکوت بی وقفه برای تصویب لایحه ی امنیت اردوهای تابستانی ویژه جوانان زحمت کشیده است. چرا؟ برای اینکه پسرش دیوید هنگام واژگون شدن قایقش در آبهای خروشان رودخانه ی پنوبسکوت غرق شد. ماشورین اردو که این سفر را هدایت می کردند بی تجربه بودند و برای قایق سواران هیچ جلیقه ی نجات نداشتند.
طبعا آقای کورمان از این حادثه ی غم انگیز گیج و منگ شده بود اما بجای اینکه فقدان پسرش سوگواری کند و منتظر بماند تا این خاطره ی دردناک فروکش کند مبارزه ای را آغاز کرد که او را به صدها سفر کشاند تا با فرمانداران, سناتور ها و نمایندگان کنگره صحبت کند. وی اطلاع یافته بود که سالانه 250 هزار کودک در سوانح اردوها مجروح یا معلول می شوند. درک این موضوع برای او دشوار بود که چرا ما قوانینی داریم که بد رفتاری با تمساح ها,گرگ های صحرایی, پرندگان و گربه های وحشی را خلاف قانون می دانند اما هیچ قانونی نداریم که از فاجعه های کودکان در اردوهای تابستانی جلوگیری کند.
آقای کورمان هر جا که می رفت بخاطر تلاشهایش ستایش می شد اما از جانب قانونگذاران حمایت جزئی دریافت کرد. یکی از لوایح که افراد را هنگام رفتن به آب به پوشیدن وسایل غریق نجات ملزم می کرد, در قرائت نهایی رد شد. لایحه ی دیگری استخرها و دریاچه ها خصوصی را , که دقیقا بیشتر اردوهای تابستانی در آنها قرار دارد, از این قانون مستثنی داشت. حتی لایحه ای که خواهان بررسی شرایط ایمنی اردوگاهها بود در مرحله اول رد شد. تاکنون تلاش های آقای کورمان بی فایده بوده است اما وی به مبارزه اش برای جلوگیری از تکرار حادثه ای که جان پسرس را گرفت ادامه می دهد.",,,,,,,,,,
30,Bible Zoo,باغ وحش انجیل,"One of the most popular tales of the Bible depicts the great flood that destroyed every mortal except Noah and his family and the animals on his ark. Should there be a repetition of that disaster, there is one place where all the biblical animals are already gathered. The man to be commended for this novel collection is Professor Aharon Shulov, a zoologist at Hebrew University in Jerusalem, Israel. Professor Shulov appointed himself a committee of one to search out the 130 creatures mentioned in the Old Testament. Among the occupants of this zoo are crocodiles, camels, apes, peacocks, deer, foxes, and sheep, some of whom had to be imported from other lands. They are settled in suitable quarters on a twenty-five acre site in Jerusalem. Visitors to the zoo not only get to view and feed the animals, but they are also treated to quotes from Bible verses that encourage the study of the Good Book and teach morality amidst the waddling of the ducks and the wailing of the wolves. Not surprisingly, the children have the final word at a special corner of the zoo, called the Garden of Eden, where animal cubs roam freely, attracting the attention of hundreds of youngsters who visit daily.","یکی از معروفترین انجیل سیل بزرگی را به تصویر می کشد که بجز نوح و خانواده اش و حیوانات روی کشتی اش تمام مخلوقات را از بین برد. اگر قرار باشد آن فاجعه تکرار شود, فقط یک جا وجود دارد که تمام حیوانات انجیلی از قبل گرد آمده اند. کسی که باید برای این مجموعه جدید مورد تحسین قرار گیرد عبارت پروفسور آهارون شولف که یکی از جانور شناسان دانشگاه هبرو در اورشلیم اسرائیل است.
پروفسور شولف یک کمیته ی یک نفره تشکیل داد که پیرامون یکصد و سی مخلوقی که در کتاب مقدس نام برده شده اند, تحقیق کند. کروکودیلها,شتر ها,بوزینه ها,طوطی ها,گوزن ها,روباه ها و گوسفند ها در میان ساکنان این باغ وحش می باشند که برخی از آنها باید از سرزمینهای دیگر وارد می شدند. این حیوانات در بخشهای مناسبی در یک مکان بیست و پنج جریبی در اورشلیم اسکان داده شده اند.
بازدید کنندگان باغ وحش نه تنها حیوانات را می بینند و به آنها غذا می دهند, بلکه به ضیافت نقل قول هایی از انجیل م یروند که در لابلای راه رفتن اردکها و زوزه گرگها مطالعه کتاب مقدس و آموزش اخلاق را ترویج می کند. تعجبی ندارد که کودکان در گوشه خاصی از باغ وحش که باغ ادن نامیده می شود ی حرف آخر را می زنند. در این گوشه توله های حیوانات آزادانه پرسه می زنند و توجه صدها جوان را که هر روز از آن دیدن می کنند به خود جلب می کند.",,,,,,,,,,
31,Record Holders,رکورد داران,"The Guinness Book of World Records is full of fascinating facts. For example, the champion commuter is Bruno Leuthardt of Germany, who traveled 370 miles each day for ten years to his teaching job and was late only once because of a flood. The record for being buried alive is held by Emma Smith of Ravenshead, England. She was confined in a coffin for 100 days. What a way to spend the idle hours! Peter Clark of London collected 1276 autographed pictures of famous men and women. Obviously not all were his idols, but he did set a record. What drives people to these unusual practices? Some are simply done in jest, some for patriotic reasons. Certainly no one would dispute the valor of the ""record-makers,"" even if the records themselves may be no more lasting than a popular song. While one need not be a lunatic, he must have a vein of recklessness to participate in such activities as bungee-jumping, high diving, or parachute jumping. If you are tired of leading a dull, uneventful life, remember the mortais whose fertile imaginations have found novel ways to add excitement to their lives.","کتاب رکورد داران جهانی گینس مملو از حقایق جالب است. برای مثال قهرمان مسافر هر روزی, برنو لوتهارد از آلمان است که به مدت ده سال هر روز 370 مایل را تا محل تدریس سفر کرد و تنها یکبار بخاطر سیل دیر کرد. رکورد زنده دفن شدن از آن اما اسمیت اهل راونشد انگلستان است. وی به مدت مدت صد روز در تابوتی محبوس بود ,عجب شیوه ای برای گذراندن ساعات بیکاری! پیتر کلارک از لندن 1276 تصویر امضا شده زنان و مردان مشهور را گردآوری کرد. قطعا تمام این افراد اشخاص محبوب وی نبودند اما او براستی رکوردی را بر جای گذاشت.
چه چیزی افراد را به سمت چنین اعما عجیبی می کشاند. برخی از این کارها صرفا بخاطر شوخی انجام می شود و برخی به دلایل وطن پرستانه. مسلما هیچکس شجاعت رکورد داران را زیر سوال نمی برد حتی اگر خود رکوردها به اندازه آهنگ مشهوری دوام نداشته باشند. گر چه لازم نیست فرد دیوانه باشد, اما باید برای شرکت در فعالیتهایی نظیر پرش با سیمهای فنری, شیرجه رفتن از ارتفاع یا پرش با چتر نجات رگ بی پروایی داشته باشد. اگر از داشتن یک زندگی یکنواخت و کسل کننده خسته شده اید, افرادی را بخاطر آورید که با تصورات خلاقشان شیوه های جدیدی را برای افزودن هیجان به زندگی خود یافته اند.",,,,,,,,,,
32,How Our Language Grows,زبان ما چگونه رشد می کند,"Many popular expressions in our language have interesting backgrounds. When we refer to a person's weak spot as his Achilles heel) we are recalling the story of the mighty Greek hero of the Trojan War, Achilles, a warrior of unusual strength and valor. The mother of Achilles, in whose veins flowed the blood of the gods, was warned at his birth that her son would die in battle. In great distress, she sought to save her son. In order to diminish his chances of being hurt and to give him maximum protection in combat, she dipped the infant in the river Styx. The magic waters touched every part of the child's body except the heel that she held in her hand. Thus it happened many years later that as Achilles started to flee from an attack, a poisoned arrow struck him in the heel, the only spot where he was vulnerable. Today, the meaning of Achilles heel is not confined to a weak spot in the body but it also signifies a weakness in the character of an individual, or in the defenses of a nation, or in the structure of a system. American politics, rather than mythology, provides the explanation for the word bunk. This word came into the language in 1820 when Felix Walker, the representative from Buncombe County, North Carolina, formed the habit of making long, unnecessary speeches in Congress. When his colleagues asked him why he was tormenting them so, he apologized by saying it was his patriotic duty to put those speeches in the record out of loyalty to his supporters at home. The word ""Buncombe"" was shortened to ""bunk"" and came to mean any thought that has little or no worth.","بسیاری از اصطلاحات معروف زبان ما پیشینه ی جالبی دارند. زمانیکه نقطه ضعف شخصی را پاشنه آشیل او می نامیم,  داستان قهرمان توانمند یونانی در جنگ تروا یعنی آشیله را بیاد می آوریم که رزمنده ای با نیرو و جرات عجیب بود. به مادر آشیل که در رگهایش خون خدایان جاری بود در زمان تولد آشیلهشدار داده شد که پسرش در جنگ از بین خواهد رفت. وی با ناراحتی زیاد تلاش کرد که پسرش را نجات دهد. برای آینکه احتمال آسیب دیدن پسرش را کاهش دهد و برای او بیشترین حفاظت را در رزم فراهم آورد, او را در رود استیکس فرو کرد. آبهای جادویی تمام بخشهای بدن بچه را بجز پاشنه ای که مادرش در دست داشت لمس کرد. از اینرو اینگونه اتفاق افتاد که سالها بعد وقتیکه آشیل از حمله ای گریخت تیری زهراگین به پاشنه اش, یعنی تنها نقطه ی آسیب پذیرش اصابت کرد.
امروزه مفهوم پاشنه آشیل به یک نقطه ضعف بدن محدود نمی شود بلکه نشانه ی ضعف در شخصیت یک فرد, دفاع یک ملت و یا ساختار یک نظام می باشد.
برای واژه ی bunk در علم سیاست آمریکا توضیحی وجود دارد نه در اسطوره اش. این واژه در سال 1820 وارد زبان شد در آن ایام فلیکس واکر نماینده ایالت بانکوم در کارولینای شمالی عادت سخنرانی های طولانی و غیر ضروری را در کنگره مرسوم ساخت. وقتیکه همکارانش از او می پرسیدند چرا آنها را با سخنرانی هایش آزار می دهد, پوزش می خواست و می گفت وظیفه وطن دوستی من این است که از روی وفاداری به حامیانم در محل سکونتم این سخنرانی ها را در کنگره به ثبت رسانم. واژه ی buncombe به واژه ی bunk تقلیل یافت و معنی هر فکر بی ارزش یا کم ارزش را به خود گرفت.",,,,,,,,,,
33,Don't look over My Shoulder!,از پشت سرم نگاه نکن,"The kibitzer is a person who volunteers useless information, especially in card games, causing the players to be prejudiced against him. The name comes from a Yiddish word which originally referred to a certain bird whose shrill cry scared the animals away upon the approach of the hunters. Though the kibitzer may think he is being jolly or witty, his advice often hinders more than it helps. We may scowl at him or lecture him for his abuse of our friendship, but he still continues to mumble his unwelcome remarks. The serious player may even wish he could make the kibitzer mute by sticking a wad of cotton in his mouth. The kibitzer, however, may not realize that he is causing torment or distress to his colleagues. Thus we may have to resign ourselves to his annoying habit if we wish to retain him as a friend.","آدم پشت دست نشین شخصی که در ارائه اطلاعات بی فایده خصوصا بازی ورق داوطلب می شود و باعث می شود که بازیکنان نسبت به او تعصب نشان دهند. واژه ی kibitzer از یک لغت عبری مشتق می شود که در اصل به پرنده خاصی اشاره داشت که فریاد گوش خراشش موقع نزدیک شدن شکارچیان, حیوانات را می ترساند و فراری می داد.گرچه آدم فضول ممکن است فکر کند که کارش از روی شادی و شوخ طبعی است اغلب توصیه اش بجای اینکه کمکی باشد, یک مانع است. شاید از او ابرو درهم کشیم و یا بخاطر سوء استفاده از دوستی مان او را سرزنش کنیم اما او همچنان زیر لب نظرات نا خوشایندش را بیان می کند. بازیکن جدی حتی ممکن است آرزو کند که ای کاش می توتنست او را با قرار دادن توده ای از پنبه در دهانش ساکت کند. اما آدم فول شاید نداند که باعث اذیت و ناراحتی همکارانش می شود. بنابراین اگر بخواهیم که او را به عنوان یک دوست حفظ کنیم, شاید مجبور شویم که خودمان را تسلیم عادات آزار دهنده او کنیم.",,,,,,,,,,
34,A Course for Parents,دوره ای برای والدین,"A course entitled ""The Responsibilities of Parenthood"" sounds as if it should be offered to students who are immediate candidates for parenthood. Not according to Dr. Lee Salk, who feels that teaching children about parenthood should precede the adolescent years. Dr. Salk, of the New York Hospital, teaches a volunteer coeducational class of junior high school youngsters what it means to be a parent. He does not lecture or present radical views. Rather, he conducts spontaneous discussions by encouraging students to imagine that they are parents and asking them such questions as ""What would you do if you found your child smoking?"" or ""How would you prepare your child for the first day of school?"" The lessons skim over such topics as the need to vaccinate children against diseases or to teach them not to be untidy or to use utensils properly. The class is more concerned with preparing students emotionally to become better parents some day and with making children sensitive to the responsibilities of parenthood. The class members often express temperate and mature views. One girl said she would not approve of having a nurse bring up her child. Another felt that money earned through baby-sitting or other jobs should be shared with parents. When asked how his students rate, Dr. Salk retained a hopeful outlook. ""They are ready for this information,"" he declared. ""I think they'll be honest parents.""","بنظر می رسد که دوره ای تحت عنوان مسئولیتهای والدین باید به دانشجویانی ارائه شود که داوطلب فوری والدین شدن هستند. این کار طبق نظر دکتر لی سالک نیست که معتقد است آموزش دادن به کودکان درباره ی پدر و مادر شدن باید پیش از سالهای نوجوانی صورت گیرد. دکتر لی سالک از بیمارستان نیویورک به یک کلاس مختلط از جوانان سال سوم دبیرستان تعلیم می دهد که پدر و مادر بودن چه مفهومی دارد. او سخنرانی نمی کند و نظرات افراطی ارائه نمی دهد بر عکس با ترغیب دانشجویان به اینکه تصور کنند پدر و مادر هستند. بحث های خود جوشی را اجرا می کند و از انها سوالاتی می پرسد. مثلا اگر فرزندانتان را در حال سیگار کشیدن بیابید چه می کنید؟ و یا فرزندتان را برای اولین روز به مدرسه چگونه آماده می کنید؟ این دسها مروری است بر موضوعاتی نظیر نیاز به واکسینه کردن کودکان در برابر بیماریها و یا آموزش کودکان به اینکه نا منظم نباشند و یا اینکه چگونه از لوازم درست استفاده کنند. این کلاس بیشتر درگیر این است که دانشجویان را از نظر احساساتی آماده کند که روزی والدین بهتری بشوند و بچه ها را نسبت به مسئولیتهای والدین حساستر سازد.
اعضا کلاس اغلب نظرات ملایم و نسنجیده ای را ابراز می کنند. دختر خانمی گفت من موافق نیستم که یک پرستار بچه ام را بزرگ کند. احساس فرد دیگری این بود که پولی که از طریق پرستاری کودک یا سایر مشاغل بدست می آید باید با والدین تقسیم شود. وقتی از دکتر سالک پرسیده شد چگونه دانشجویان را ارزیابی می کنی, دید امیدوارانه ای داشت. و گفت این دانشجویان برای این اطلاعات آمادگی دارند و فکر می کنم پدر و مادرهای صادق و درستکاری خواهند بود.",,,,,,,,,,
35,Summer Travel,سفر تابستانی,"If you are tired of making vague excuses for another dull summer at home, here is a thought to elevate your spirits. You do not need anything so radical as winning a lottery to finance a trip to Europe. A student identity card that can be obtained for a few dollars from the Council on International Educational Exchange entitles you to discount tickets on certain charter flights to London and Paris, as well as reduced admission to many museums, cinemas, and musical events. Once in Europe, you can stretch your budget by staying at approved youth hostels for about ten dollars a night. So don't discard your hopes of becoming an international traveler. Soon you can be soaring into the skies or skimming over the waves to new adventures that you will subsequently relate to your stationary friends.","اگر خسته اید از اینکه برای تابستان کسل کننده دیگری در منزل بهانه مبهمی بیاورید, ایده ای برای بالا بردن روحیه ی شما وجود دارد. برای تامین هزینه ی سفر به اروپا به چیزی بسیار اصولی همچون برنده شدن در یک بخت آزمایی نیاز ندارید. یک کارت شناسایی دانشجویی که در ازای چند دلار می توان از شورای تبادل آموزشی بین المللی تهیه کرد این اجازه را به شما می دهد که تا از برخی از پروازهای دربست به لندن و پاریس تخفیف بگیرید و نیز برای بسیاری از موزه ها, سینماها و رخدادهای موسیقایی ورودی کمتری را بپردازید.
زمانی که در اروپا هستند می توانید با اقامت در هتل های پسندیده ویژه ی جوانان در ازای هر شب تقریبا ده دلار در بودجه خود صرفه جویی کنید. بنابراین امید خود را در اینکه یک مسافر بین المللی شوید از دست ندهید. خیلی زود می توانید به اوج آسمان رفته و یا بر روی امواج آسمان رفته و یا بر روی امواج بلغزید. و ماجراهای جدیدی را تجربه کنید که بعدا برای دوستان غیر مسافر خود تعریف کنید.",,,,,,,,,,
36,A Helping Hand,دست یاری,"Youth workers Bill Nash and Jim Boyle are house hunters, not so much for a house as for a concerned family willing to house and feed troubled youngsters temporarily. They try to give prompt attention to those who cannot or will not live at home. For some, leaving home may have been the result of a hasty decision, based on a scorching remark and the subsequent tempest within the family. The cooling-off period away from the family is a time to soothe feelings. With sympathetic outsiders, youngsters have a chance to redeem them-selves. The hope, of course, is that they will learn to relate to adults again and quickly resume a normal life of harmony with their own families. Some people refrain from offering their homes, expressing vague fears of the harmful effects on their own children. But this has not been the case, even when the problem of the ""visitor"" was the illegal use of narcotics. One parent remarked, ""With us it worked the other way. The horror of drugs became real to my own son. We got a lot more than we gave.""","کارگران جوان بیل ناش و جیم بویل در جستجوی خانه هستند اما نه فقط برای خانه بلکه به عنوان خانواده ای علاقه مند که مایل است موقتا جوانان آشفته را اسکان و تغذیه دهد. این خانواده ها تلاش خولهند کرد به آنان که نمی توانند در خانه زندگی کنند یا در خانه زندگی نخواهند کرد توجه فوری مبذول دارند.
برای برخی از افراد, ترک خانه ممکن است نتیجه ی تصمیمی شتابزده باشد که بر اساس جمله ای نیشدار بوده است که به تبع آن در خانواده آشوبی بر پا شده است. دوران دور از خانواده فرصتی برای تسکین احساسات است. اگر جوانان غریبه های همدردی داشته باشند برای نجات دادن خود فرستی دارند. البته امید این است که این افراد خواهند آموخت دوباره با بزرگسالان ارتباط برقرار کنند و به سرعت زندگی طبیعی هماهنگی را با خانواده های خودشان از سر گیرند.
برخی از افراد از ارائه خانه هایشان به این جوانان خودداری می کنند. و ترسهای مبهمی را از اثرات مضر این جوانان بر بچه هایشان ابراز می کنند. اما اینگونه نبوده است. حتی زمانیکه مشکل جوانان,مصرف غیر قانونی مواد مخدر باشد. یکی از والدین اظهار داشت برای ما اینگونه جوانان بگونه دیگری عمل کردند. نفرت و انزجار از مواد مخدر برای پسر خود من واقعیت پیدا کرد و ما بیشتر از آنچه که از دست بدهیم, بدست آوردیم.",,,,,,,,,,
37,Listen to Smokey the Bear,به خرس خاکستری گوش دهید,"At one time the United States was heir to great riches, for more than half of our country was covered with forests. Now the majestic woodlands have dwindled to the point where we have no surplus of trees. Of course, only a traitor to the beauties of nature would deliberately set a forest fire, but careless citizens are the vandals who are responsible for much of the destruction. In time of drought especially, scorching fires started by careless smokers can reduce a beautiful forest to acres of blackened stumps. Theodore Roosevelt understood that we cannot abide the continual loss of our precious forests but we must learn to live in harmony with nature. In 1905 he appointed Gifford Pinchot to head the Forest Service which promptly began to unify efforts in caring for our national forests. The modern forest rangers, from the ""lookouts"" stationed on mountain summits to the ""smokejumpers"" who parachute from airplanes to fight fires, ask us to heed the advice of Smokey the Bear, who has become their symbol. Smokey says, ""Only you can prevent forest fires.""","زمانی ایالات متحده وارث عظیمی بود برای اینکه بیش از نیمی از کشور پوشیده از جنگل بود. اکنون جنگل های با شکوه به حدی کاهش یافته اند که دیگر هیچ درخت اضافه ای نداریم.البته تنها خائن به زیبایی های طبیعت عمدا آتش جنگلی بپا می کند. اما شهروندان بی دقت خرابکارانی هستند که مسئول بخش اعظم تخریب هستند. آتش های سوزانی که توسط سیگاری های بی دقت بویژه در زمان خشکسالی, شروع می شود, می تواند جنگل زیبایی را به جریب ها کنده ی سیاه تنزل دهد.
تئودور روزولت پی برد که نمی توانیم از دست دادن دائم جنگلهای با ارزشمان را تحمل کنیم, بلکه باید بیاموزیم که هماهنگ با طبیعت زندگی کنیم. وی در سال 1905 گیفور پینچات را به سرپرستی سازمان جنگلداری منصوب کرد که این سازمان برای مراقبت از جنگل های ملی ما تلاشهایش را یکپارچه کرد. جنگلبانان امروزی از دیده بانهای مستقر در نوک کوهها گرفته تا آتش نشانان جنگلی که با چتر برای اطفا حریق پایین می آیند, از ما می خواهند که به توصیه ی خرس خاکستری که نماد و سمبل آنها شده است توجه کنیم. خرس خاکستری می گویند تنها شما می توانید از آتش سوزی های جنگلی جلوگیری کنید.",,,,,,,,,,
38,Gulliver's Travels,سفر های گالیور,"Jonathan Swift tried to show the smallness of people by writing the biography of Dr. Lemuel Gulliver. In one of his strangest adventures, Gulliver was shipwrecked. Drenched and weary, he fell asleep on the shore. In the morning, he found himself tied to pegs in the ground, and swarming over him were hundreds of little people six inches high. After a time he was allowed to stand, though he began to wobble from being bound so long. He was then marched through the streets, naturally causing a tumult wherever he went. Even the palace was not big enough for him to enter, nor could he kneel before the king and queen. But he did show his respect for them in another way. The king was dejected because he feared an invasion of Lilli put by Blefuscu, the enemy across the ocean. The reason for the war between the two tiny peoples would seem small and foolish to us. The rebels of Blefuscu were originally Lilliputians who would not abide by the royal decision to crack their eggs on the small end instead of on the larger end. Gulliver, obedient to the king's command, waded out into the water when the tide receded, and sticking a little iron hook into each of fifty warships, he pulled the entire enemy fleet to Lilliput. Gulliver later escaped from Lilliput when he realized the tiny king was really a tyrant with no charity in his heart. Oddly enough, the verdict of generations of readers has taken no heed of the author's intention in Gulliver)s Travels. Instead, while Lilliputians are still the symbol of small, narrow-minded people, Swift's savage attack upon humankind has become one of the best-loved children's classics.","جاناتان سویفت تلاش کرد با نوشتن زندگینامه ی دکتر لموئل گالیور کوچکی انسانها را نشان دهد. گالیور در یکی از عجیب ترین ماجراهایش دچار کشتی شکستگی شد. خسته و خیس روی ساحل خوابش برد. صبح روز بعد خود را در حالی یافت که میخ های زمین بسته شده است و صدها انسان کوچک با شش اینچ قد بالای سر او ازدحام کرده اند.
پس از مدتی به او اجازه داده شد که بایستد, گرچه از اینکه برای مدتی طولانی بسته شده بود تلوتلو می خورد. سپس از میان خیابانها عبور داده شد و طبعا هر جا که می رفت بلوا و غوغا ایجاد می کرد. حتی برای او کاخ نیز به اندازه ی کافی بزرگ نبود که وارد شود و نیز نمی توانست در برابر شاه و ملکه زانو بزند. اما به شیوه ی دیگری احترامش را برای آنها نشان می داد.
شاه غمگین و ناراحت بود برای اینکه از حمله بلفسکو دشمن طرفت دیگر اقیانوس, به لیلی پوت هراس راشت. دلیل جنگ بین دو ملت کوچک برای ما احمقانه و کم اهمیت بنظر می رسد. شورشیان بلفسکو در اصل لیلی پوتی هایی بودند که از تصمیم پادشاه اطاعت نمی کردند که تخم مرغ هایشان را بجای شکستن از سر بزرگ از سر کوچک بشکنند. گالیور که مطیع فرمان پادشاه بود وقتیکه جزرو مد بر می گشت خودش را به آب انداخت و قلاب آهنی کوچکی را به هر یک از پنجاه کشتی جنگی  وصل کرد و سپس تمام ناوگان دشمن را به لیلی پوت کشاند. بعدها که گالیور پی برد حاکم کوچک در واقع حاکم ظالمی است که هیچ رحمی به دل ندارد از لیلی پوت گریخت.
عجیب اینجاست که قضاوت نسل ها خواننده به نیت مولف در سفرهای گالیور هیچ توجهی نکرده است. در عوض گرچه لیلی پوتی ها هنوز نماد انسانهای کوچک و کوته فکر هستند. حمله وحشیانه جاناتان سویفت به بشریت یکی از دوست داشتنی ترین آثار کلاسیک شده است.",,,,,,,,,,
